faceX,faceY,faceW,faceH,servoPitch,servoYaw
351,391,66,336,180,0
552,219,296,374,180,0
375,450,163,201,180,0
431,11,199,269,179.05,0
398,341,368,290,180,0
330,260,257,115,180,0
303,81,323,120,179.01,0
462,437,188,349,180,0
301,152,54,135,179.79,0
15,174,148,54,179.4,2.31
487,146,255,126,179.09,0
32,224,131,96,179.41,2.23
316,188,81,55,179.16,1.87
407,319,351,120,180,0
246,214,228,161,180,0
573,420,151,368,180,0
386,131,166,268,180,0
282,129,198,381,180,0
501,366,187,286,180,0
164,53,370,245,179.35,0
588,254,340,147,180,0
18,399,372,354,180,1.16
317,45,398,36,178.23,0
632,178,69,306,179.14,0
521,84,284,364,179.39999999999998,0
58,368,248,177,180,1.3800000000000001
478,437,299,357,180,0
320,443,272,288,180,0
579,82,104,83,178.83,0
341,1,257,337,178.12,0
7,258,170,275,179.67000000000002,2.2800000000000002
307,474,193,223,180,1.4500000000000002
142,300,221,278,180,2.1300000000000003
558,302,72,392,180,0
636,372,134,214,180,0
322,438,338,282,180,0
22,345,88,136,180,2.54
398,306,119,290,180,1.17
181,5,125,337,179.33,1.94
234,393,304,334,180,1.2799999999999998
633,150,389,319,180,0
37,399,265,277,180,1.51
165,157,300,372,180,1.51
522,81,318,62,178.72,0
347,275,388,109,179.60999999999999,0
240,15,358,311,178.91,0
379,38,60,323,178.5,0
516,162,106,66,178.05,0
319,37,350,189,176.96,0
86,378,80,45,178.56,1.94
482,254,362,349,180,0
574,145,135,330,180,0
222,76,350,308,179.9,0
606,0,336,191,178.45000000000002,0
265,75,47,262,178.11,0.32
538,205,205,358,179.55,0
120,3,42,40,177.38000000000002,1.79
562,264,172,321,179.22000000000003,0
85,270,104,270,180,1.83
5,166,288,263,180,3.54
502,438,174,68,180,0.8500000000000001
241,243,390,86,180,0
334,52,242,232,179.28,0
114,433,200,116,180,1.06
296,252,262,343,180,0
212,232,304,293,180,0
98,144,46,71,179.39,1.99
117,421,318,374,180,2.43
356,53,235,171,178.98,0.9000000000000001
203,16,78,99,177.23,1.6800000000000002
46,294,355,317,179.35,2.6500000000000004
114,130,105,393,180,4.19
463,373,393,66,180,0.8000000000000003
368,133,66,136,179.61,0
210,17,231,49,177.62,0
242,386,196,101,179.58,0
149,206,204,271,180,0.6900000000000001
332,415,207,365,180,0
89,478,234,236,180,1.1400000000000001
76,384,257,379,180,2.3
216,150,330,183,180,1.69
137,231,197,317,180,2.54
104,350,44,217,180,4.48
134,92,246,396,180,5.11
124,435,368,286,180,5.23
96,351,158,242,180,6.680000000000001
604,125,242,257,180,2.630000000000001
93,182,295,111,180,3.4300000000000006
343,143,220,112,179.59,2.1000000000000005
445,265,143,162,180,0.14000000000000057
37,40,327,207,179.03,1.3400000000000005
68,220,321,77,179.21,2.2600000000000007
267,136,317,122,178.78,1.2100000000000006
124,119,176,299,179.06,2.290000000000001
110,230,324,338,180,2.770000000000001
226,38,152,247,179.21,2.950000000000001
20,428,300,397,180,4.450000000000001
448,315,344,373,180,1.450000000000001
195,200,311,106,180,1.150000000000001
27,165,345,61,179.55,2.360000000000001
533,345,89,297,180,0
137,354,188,265,180,0.89
404,424,217,205,180,0
206,26,333,243,179.07,0
335,306,310,69,180,0
14,65,239,305,179.77,1.87
397,312,258,100,180,0
167,324,307,161,180,0
383,473,177,113,180,0
408,405,274,162,180,0
504,415,377,369,180,0
561,49,207,110,178.64,0
135,304,95,356,180,1.3800000000000001
180,476,110,105,180,2.23
621,475,189,347,180,0
611,367,153,250,180,0
584,367,116,378,180,0
630,302,310,46,180,0
20,407,318,210,180,1.41
589,450,167,241,180,0
276,466,30,266,180,0.29
134,237,390,146,180,0.19999999999999998
361,373,100,161,180,0
286,411,96,367,180,0
319,362,240,65,180,0
245,304,139,158,180,0.06
229,145,250,138,179.74,0
344,173,168,37,179.25,0
525,423,214,342,180,0
477,188,238,230,180,0
485,121,328,326,180,0
614,385,224,190,180,0
194,77,51,81,178.77,1.01
132,82,314,327,178.77,1.32
541,393,237,87,180,0
419,411,286,172,180,0
463,448,303,187,180,0
457,203,107,371,180,0
478,439,172,40,180,0
317,455,396,347,180,0
353,431,114,108,180,0
636,442,247,189,180,0
504,414,172,182,180,0
596,274,179,342,180,0
82,348,220,262,180,1.28
78,95,200,67,178.88,2.7
10,308,226,283,180,4.67
372,291,54,243,180,3.88
317,316,68,355,180,3.57
374,262,100,113,180,2.53
419,59,307,357,180,0.009999999999999787
564,11,107,90,178.16,0
402,186,353,370,179.47,0
566,401,274,175,180,0
549,361,299,211,180,0
267,297,380,365,180,0
75,269,309,200,180,0.91
457,254,379,388,180,0
222,59,102,174,179.06,0.47000000000000003
90,70,51,65,177.68,2.52
516,19,268,202,176.48000000000002,0
523,207,33,390,178.10000000000002,0
306,366,311,343,180,0
42,144,340,42,179.25,1.08
564,97,166,30,177.97,0
560,138,196,32,177.10999999999999,0
224,183,272,277,177.92,0
331,369,268,117,179.79,0
338,268,208,379,180,0
60,36,254,316,179.54,1.33
108,42,249,163,178.37,2.21
304,355,301,384,180,0.8699999999999999
278,64,72,314,179.81,0.9299999999999999
115,259,32,280,180,2.8200000000000003
457,20,62,312,179.36,1.1400000000000003
405,375,143,319,180,0
407,412,351,303,180,0
539,119,331,52,179.05,0
407,343,198,83,180,0
356,400,37,247,180,0
363,193,353,34,179.7,0
624,65,65,292,179.41,0
354,56,232,247,178.79999999999998,0
64,296,371,102,179.86999999999998,0.71
228,112,316,136,179.26999999999998,0.04999999999999993
23,71,116,356,179.35999999999999,2.44
7,316,225,184,180,4.45
360,196,204,310,180,3.0300000000000002
298,340,206,46,180,2.22
34,100,386,344,180,3.1500000000000004
332,359,294,238,180,1.5600000000000003
26,236,260,239,180,3.2
174,57,297,281,179.57,3.2
16,451,367,363,180,4.41
42,453,333,31,180,5.53
88,438,30,183,180,7.7
488,48,128,200,179.08,5.380000000000001
500,255,103,185,180,3.0700000000000007
456,463,329,354,180,0.07000000000000073
564,447,256,82,180,0
481,54,42,175,179.01,0
455,239,316,164,179.82,0
103,452,309,366,180,0.63
295,412,231,236,180,0
152,71,197,367,180,0.7000000000000001
537,156,366,173,180,0
443,157,359,330,180,0
156,333,74,56,180,1.27
222,147,239,68,179.41,1.06
323,209,326,129,179.74,0
486,146,39,144,179.52,0
550,330,77,371,180,0
426,349,323,245,180,0
72,38,96,378,179.87,2.0
505,410,68,139,180,0
0,204,119,225,180,2.61
175,228,343,144,180,2.3499999999999996
449,204,180,382,180,0.1599999999999997
340,443,90,69,180,0
425,179,134,132,180,0
397,27,386,178,178.76,0
562,333,370,256,180,0
21,140,380,225,180,1.09
409,118,80,378,180,0
217,17,132,327,179.4,0.37
494,214,399,97,179.62,0
529,284,396,374,180,0
30,345,297,298,180,1.42
100,333,102,383,180,3.11
304,400,132,286,180,2.61
627,181,352,250,180,0
284,244,309,157,180,0
571,451,314,154,180,0
393,155,108,200,180,0
175,453,354,175,180,0
352,334,183,125,180,0
486,227,44,309,180,0
323,359,77,30,180,0
436,412,243,316,180,0
582,382,150,107,180,0
167,21,328,302,179.32,0
639,284,261,171,180,0
545,13,97,60,178.03,0
178,399,369,256,180,0
59,122,186,269,180,1.68
230,99,397,291,180,0.5999999999999999
360,71,378,162,179.12,0
535,288,108,262,180,0
11,463,395,79,180,1.12
367,242,263,88,180,0
14,117,376,40,178.97,1.18
417,363,74,205,180,0
176,183,289,64,179.75,0
303,452,294,157,180,0
381,52,58,56,178.4,0
627,128,154,257,178.56,0
302,282,196,124,179.6,0
247,210,400,139,179.98999999999998,0
596,166,158,338,180,0
230,58,58,309,179.72,0.61
508,249,376,373,180,0
4,94,100,361,180,2.66
79,179,168,85,179.81,4.23
246,77,337,230,179.33,3.2900000000000005
379,345,160,249,180,1.9000000000000004
441,136,309,385,180,0
112,345,313,186,180,0.52
151,348,294,45,180,0.74
438,388,121,226,180,0
403,43,171,217,179.11,0
47,178,267,377,180,1.4000000000000001
452,476,327,225,180,0
26,311,346,101,180,1.21
477,118,218,248,180,0
271,459,262,97,180,0
318,119,43,303,180,0
2,284,249,112,180,1.94
386,279,84,356,180,0.8599999999999999
302,108,45,336,180,0.8599999999999999
270,244,145,319,180,0.6399999999999999
445,64,247,394,180,0
88,162,194,371,180,1.35
283,445,314,340,180,0.15000000000000013
456,152,174,284,180,0
170,82,275,211,179.47,0.13
186,146,274,190,179.47,0.13
547,276,240,276,180,0
458,315,153,197,180,0
132,374,93,276,180,1.42
552,46,43,150,178.81,0
260,130,69,102,178.22,0.26
165,162,49,127,178.07,1.57
512,47,201,138,176.82999999999998,0
209,467,205,279,180,0.09
92,99,156,305,180,1.59
300,408,286,274,180,0.3600000000000001
339,409,179,202,180,0
523,362,350,268,180,0
39,232,113,185,180,2.25
71,275,37,118,180,4.5600000000000005
475,382,385,179,180,1.0900000000000003
165,13,127,224,178.85,2.0100000000000002
576,416,305,276,180,0
591,389,371,303,180,0
446,299,91,147,180,0
215,156,156,55,179.43,0.27
505,163,272,172,179.52,0
614,68,31,203,178.81,0
98,158,331,148,178.73,0.5700000000000001
373,386,147,331,180,0
129,58,231,127,178.81,0.76
233,417,216,358,180,0.55
372,410,280,379,180,0
177,419,113,176,180,0.87
539,2,39,368,179.46,0
439,227,52,290,180,0
314,218,232,385,180,0
418,366,394,348,180,0
201,438,212,106,180,0.13
89,197,111,102,180,1.8900000000000001
366,294,264,336,180,0.1100000000000001
126,159,326,110,179.74,0.4200000000000001
371,170,245,178,179.93,0
421,377,70,164,180,0
162,286,184,182,180,0.66
357,347,292,260,180,0
469,281,291,178,180,0
178,100,363,119,179.19,0
399,268,323,190,180,0
382,78,203,271,179.73,0
302,397,216,105,180,0
122,68,79,184,179.2,1.59
179,223,117,380,180,2.42
285,107,224,285,180,1.65
354,131,328,57,179.19,0
217,332,100,349,180,0.53
537,9,201,362,179.5,0
163,118,66,296,179.76,1.24
21,90,171,185,179.17999999999998,3.38
528,26,189,233,178.2,0.3599999999999999
121,249,141,115,178.85999999999999,1.65
378,231,50,288,180,0.8199999999999998
259,383,216,122,180,0.3499999999999998
88,5,113,285,179.07,2.11
465,10,88,106,177.29999999999998,0.21999999999999975
406,376,238,243,179.86999999999998,0
324,309,145,133,180,0
28,76,281,138,179.05,1.52
230,358,237,172,180,1.24
89,22,301,42,178.03,2.05
281,480,341,302,180,0.7399999999999998
204,41,242,362,179.82,0.7399999999999998
199,207,257,217,180,0.6699999999999997
77,131,266,297,180,1.7699999999999998
73,243,382,340,180,2.33
285,290,151,46,180,1.9300000000000002
116,428,123,321,180,3.3600000000000003
532,213,218,45,180,0.15000000000000036
119,305,202,354,180,1.1500000000000004
264,410,248,299,180,0.4700000000000003
534,195,90,268,180,0
455,246,30,146,180,0
478,285,102,48,180,0
574,455,279,141,180,0
462,39,138,83,178.4,0
182,247,365,86,178.9,0
256,412,341,67,180,0
553,128,339,35,179.05,0
397,427,209,314,180,0
628,117,161,98,179.26,0
475,276,330,148,180,0
328,130,262,100,179.4,0
14,204,102,339,180,2.5500000000000003
314,65,260,109,178.79,1.3100000000000003
577,162,106,166,178.79,0
611,365,351,34,180,0
426,176,94,322,180,0
423,373,207,56,180,0
291,446,114,321,180,0
170,249,41,47,180,1.3
6,392,230,54,180,3.29
391,470,315,173,180,1.0099999999999998
522,439,30,221,180,0
272,51,257,77,178.49,0
605,235,298,283,179.85000000000002,0
241,7,396,135,178.19000000000003,0
612,101,322,373,178.66000000000003,0
48,204,349,271,179.65000000000003,0.98
402,107,332,396,180,0
279,137,341,194,179.94,0
181,89,355,35,178.6,0
181,224,64,374,180,1.07
392,151,249,204,180,0
14,24,39,155,178.61,2.87
454,216,271,139,179.06,0.18000000000000016
133,279,300,207,180,0.5500000000000002
351,264,277,92,180,0
524,426,331,253,180,0
630,115,289,399,180,0
632,348,179,37,180,0
314,293,313,231,180,0
511,480,143,328,180,0
32,370,59,165,180,2.59
182,460,347,275,180,2.2399999999999998
364,54,112,344,179.86,1.2399999999999998
324,32,172,68,178.12,0.33999999999999975
613,44,250,142,176.87,0
350,415,227,284,180,0
587,260,40,44,180,0
187,354,328,117,180,0
264,196,244,303,180,0
630,51,199,375,180,0
547,286,382,33,180,0
327,73,72,301,179.83,0
462,446,368,236,180,0
155,58,265,331,179.83,0.33
503,203,400,280,180,0
463,183,314,182,180,0
393,54,186,255,179.41,0
513,224,391,395,180,0
640,448,347,334,180,0
269,402,79,320,180,0.12
599,236,229,306,180,0
523,168,134,372,180,0
537,433,370,330,180,0
73,303,329,206,180,0.8300000000000001
503,3,96,255,178.9,0
206,167,133,41,178.37,0.48
240,471,140,51,180,0.58
468,227,206,346,180,0
108,71,289,190,179.26,0.68
610,265,378,202,180,0
359,377,126,238,180,0
259,81,59,202,179.42,0.32
633,318,40,240,180,0
112,80,351,39,178.59,0.33
562,40,351,265,177.91,0
266,405,291,303,180,0
167,393,221,240,180,0.43
301,158,143,248,180,0
30,461,379,55,180,1.01
343,260,46,216,180,0.55
614,331,75,268,180,0
510,210,148,294,180,0
180,246,41,110,180,1.2
277,35,114,178,178.84,1.06
625,475,315,35,180,0
539,387,102,158,180,0
23,292,215,258,180,1.9000000000000001
29,474,102,226,180,4.3
375,219,117,366,180,3.17
457,468,267,274,180,0.46999999999999975
48,114,127,107,179.27,2.5599999999999996
623,292,233,71,180,0
446,464,186,339,180,0
516,131,248,210,180,0
638,58,45,73,178.54,0
101,425,305,70,180,0.67
258,391,194,124,180,0.32
206,184,218,191,180,0.32
416,323,265,369,180,0
558,409,68,91,180,0
312,238,312,197,180,0
295,302,259,167,180,0
615,475,97,286,180,0
553,91,345,121,179.11,0
536,66,87,122,177.98000000000002,0
509,399,273,96,180,0
431,282,111,187,180,0
70,315,296,381,180,1.02
623,117,323,180,179.67,0
76,261,269,271,180,1.1
13,38,152,250,179.23,3.41
336,185,334,83,179.09,1.58
532,254,348,282,180,0
87,432,74,94,180,1.96
347,133,163,173,179.79,0.8799999999999999
568,192,370,39,179.5,0
128,8,65,374,179.05,1.6
522,65,114,230,178.45000000000002,0
595,476,330,313,180,0
228,418,33,332,180,0.76
568,136,34,288,180,0
588,407,286,71,180,0
489,39,53,182,178.9,0
520,179,170,397,180,0
616,210,109,339,180,0
147,287,135,244,180,1.06
142,351,158,154,180,2.05
536,192,387,229,180,0
340,150,285,255,180,0
398,337,170,209,180,0
152,14,129,145,178.46,1.04
546,436,266,219,180,0
341,460,400,365,180,0
95,42,350,66,178.35,0.5
108,267,111,220,179.72,2.0700000000000003
438,7,297,360,179.19,0
341,175,337,170,179.39,0
584,382,117,233,180,0
50,132,154,119,179.51,1.93
577,147,332,317,180,0
100,444,247,55,180,0.97
67,167,68,182,180,3.16
539,53,109,34,178.3,0.43000000000000016
451,41,324,110,176.86,0
84,279,373,253,178.51000000000002,0.5
436,397,128,161,180,0
633,476,111,332,180,0
27,184,314,232,180,1.36
638,362,130,39,180,0
547,267,329,338,180,0
396,337,199,117,180,0
605,331,38,111,180,0
329,211,148,89,180,0
133,2,341,80,178.02,0.17
363,345,215,32,179.23000000000002,0
381,64,366,300,178.97000000000003,0
184,57,186,341,178.84000000000003,0.43
175,156,356,163,178.84000000000003,0.09999999999999998
319,152,278,41,178.16000000000003,0
67,390,150,75,180,1.78
18,86,334,44,178.68,3.13
359,278,283,201,180,1.3299999999999998
418,395,220,73,180,0
1,105,372,175,179.52,1.33
448,451,60,201,180,0
148,38,385,186,178.91,0
509,118,395,44,177.91,0
178,418,388,39,179.88,0
187,285,374,178,180,0
368,349,342,130,180,0
178,38,189,128,178.62,0.48
187,209,47,95,178.78,1.58
416,164,258,80,178.42,0
17,59,192,336,178.29,2.07
38,409,112,193,180,4.33
486,444,109,338,180,2.13
39,321,75,236,180,4.57
511,313,268,337,180,1.3200000000000003
156,453,67,227,180,2.6300000000000003
6,213,317,57,180,4.19
525,205,149,153,180,1.4000000000000004
33,74,274,377,180,2.9000000000000004
548,381,169,364,180,0
364,298,137,150,180,0
50,412,282,361,180,1.29
381,286,338,278,180,0
600,136,377,172,179.82,0
201,361,159,337,180,0.4
185,235,347,162,180,0.020000000000000018
378,300,31,187,180,0
193,175,54,135,180,1.0
512,39,327,176,178.87,0
103,328,345,244,180,0.45
612,417,220,216,180,0
510,47,349,54,178.34,0
588,24,298,130,176.83,0
438,364,286,374,179.94000000000003,0
572,375,225,75,180,0
518,210,54,391,180,0
523,284,158,390,180,0
361,242,307,259,180,0
610,250,289,252,180,0
327,444,239,275,180,0
60,3,353,186,178.56,0.84
99,385,256,213,180,1.77
194,330,132,85,180,2.37
69,22,320,41,178.02,3.2800000000000002
469,90,65,200,177.52,1.4700000000000002
259,227,60,86,177.82000000000002,1.7800000000000002
69,41,389,211,176.88000000000002,2.3500000000000005
72,93,379,163,176.22000000000003,2.9400000000000004
10,409,354,218,179.00000000000003,4.2700000000000005
264,89,392,376,179.37000000000003,2.87
336,463,299,36,180,1.22
380,453,114,265,180,0.050000000000000044
135,335,133,153,180,1.24
579,467,359,179,180,0
447,34,124,282,179.35,0
263,335,111,335,180,0
474,414,388,301,180,0
41,277,70,328,180,2.44
123,211,387,96,180,2.44
416,13,281,336,179.41,0.08000000000000007
282,153,327,80,178.94,0
55,336,231,148,180,1.5
57,208,283,346,180,2.7199999999999998
196,432,105,345,180,3.4399999999999995
51,354,127,362,180,5.5
34,370,68,149,180,8.02
7,451,391,95,180,9.2
615,78,273,274,179.75,4.889999999999999
513,104,325,122,179.0,1.3399999999999985
609,292,34,261,180,0
530,300,122,306,180,0
438,69,79,169,179.13,0
271,69,39,328,179.06,0.3
10,89,203,96,178.03,2.3899999999999997
68,289,127,237,179.7,4.279999999999999
44,318,171,218,180,6.1899999999999995
329,392,319,115,180,4.51
471,104,316,50,178.89,1.42
489,473,150,95,180,0
538,239,82,37,180,0
634,22,246,376,179.7,0
15,231,137,399,180,2.37
440,6,198,289,179.1,0.18000000000000016
180,244,192,243,180,0.6200000000000001
178,306,145,301,180,1.3200000000000003
191,267,326,110,180,0.9800000000000002
452,279,357,279,180,0
98,243,115,58,180,1.6500000000000001
96,84,356,219,179.53,2.1100000000000003
638,87,356,157,178.78,0
592,91,138,317,178.87,0
248,23,364,207,177.73000000000002,0
412,91,299,98,176.73000000000002,0
414,126,106,298,177.08,0
366,322,271,119,178.49,0
389,127,154,52,177.62,0
469,227,387,261,178.79,0
538,165,390,388,179.98,0
220,172,235,60,179.6,0
590,235,214,336,180,0
260,436,238,290,180,0
626,46,250,307,179.59,0
13,314,338,265,180,1.3800000000000001
168,76,75,312,179.92,2.5300000000000002
90,454,41,209,180,4.630000000000001
58,332,150,51,180,6.500000000000001
423,135,44,53,179.21,5.250000000000001
36,236,363,365,180,6.280000000000001
512,367,349,178,180,2.620000000000001
460,19,60,280,179.19,0.920000000000001
170,426,92,34,180,1.960000000000001
331,291,328,358,180,0.21000000000000107
215,144,270,218,180,0
46,201,136,177,180,2.06
571,36,400,196,178.94,0
21,198,74,30,178.67,2.62
354,94,240,261,178.51,1.08
252,29,148,203,177.41,1.02
4,273,359,63,178.04999999999998,2.39
593,113,108,44,176.99999999999997,0
37,335,373,164,178.76999999999998,0.97
188,255,220,254,180,1.19
81,250,194,140,180,2.61
60,325,210,33,180,4.16
577,266,199,309,180,0.6000000000000001
177,133,59,368,180,1.7400000000000002
294,220,300,302,180,0.5000000000000002
436,77,230,221,179.47,0
194,219,262,202,180,0
460,225,149,84,180,0
178,455,393,338,180,0
216,450,377,117,180,0
392,225,218,139,180,0
369,1,116,95,178.08,0
466,454,65,262,180,0
321,455,378,358,180,0
239,473,352,72,180,0
465,189,388,91,179.94,0
39,369,272,208,180,1.45
486,375,97,157,180,0
379,364,291,305,180,0
637,121,209,106,179.34,0
466,393,325,39,180,0
344,247,147,315,180,0
308,411,194,95,180,0
627,44,321,360,179.84,0
593,7,335,63,177.82,0
195,273,86,47,178.38,0.8200000000000001
28,82,371,347,178.53,1.8900000000000001
20,422,69,211,180,4.550000000000001
478,165,140,156,180,2.2700000000000005
586,267,52,141,180,0
317,410,69,223,180,0
462,34,336,229,179.08,0
558,180,334,152,179.24,0
1,83,149,187,178.60000000000002,2.45
164,125,364,178,178.34000000000003,2.1900000000000004
266,189,395,147,178.56000000000003,0.7600000000000005
68,338,137,225,180,2.6000000000000005
441,3,317,73,177.99,0
357,467,394,278,180,0
431,356,317,360,180,0
494,288,40,315,180,0
180,76,247,298,179.85,0.17
569,217,61,211,180,0
564,158,349,84,179.6,0
227,444,69,322,180,0.59
20,266,365,321,180,1.77
633,283,173,171,180,0
250,194,313,270,180,0
127,476,177,51,180,1.05
344,145,232,298,180,0
139,423,179,135,180,0.92
364,53,200,136,178.81,0
226,211,89,50,178.81,0.5
599,311,379,285,180,0
199,427,46,31,180,0.98
405,115,88,350,180,0
635,351,367,146,180,0
282,122,77,70,179.17,0
605,453,45,287,180,0
409,311,222,79,180,0
126,158,379,284,180,0
232,273,234,69,180,0
418,242,372,237,180,0
69,296,328,388,180,0.87
35,224,30,143,180,3.5700000000000003
465,440,305,208,180,0.6000000000000001
628,284,372,387,180,0
10,47,324,85,178.49,1.48
31,443,193,332,180,3.41
222,256,142,139,180,3.68
109,341,358,289,180,4.0
385,209,211,345,180,2.3
224,166,135,394,180,2.59
358,238,282,309,180,0.7999999999999998
195,411,62,50,180,1.7399999999999998
268,134,104,359,180,1.7399999999999998
598,127,233,277,180,0
377,64,206,72,178.6,0
485,365,297,175,180,0
241,278,223,324,180,0
429,39,97,331,179.64,0
311,227,318,393,180,0
266,256,319,187,180,0
267,27,291,103,178.38,0
525,456,318,310,180,0
134,223,313,180,180,0.3
408,119,190,184,179.71,0
24,48,104,56,178.07000000000002,2.44
354,254,113,373,180,1.54
399,159,216,229,180,0
34,357,282,199,180,1.45
580,181,292,327,180,0
224,240,147,172,180,0.23
207,437,94,110,180,0.89
52,360,196,364,180,2.59
229,322,37,245,180,3.32
23,244,207,75,180,5.26
297,114,211,91,179.19,4.4399999999999995
297,309,291,177,180,3.2199999999999998
303,137,387,170,179.82,1.4599999999999997
210,458,156,128,180,1.7799999999999998
389,368,360,117,180,0
19,117,313,153,179.53,1.45
547,240,136,53,179.79,0
399,430,359,81,180,0
30,446,127,300,180,2.27
223,190,154,117,180,2.47
485,426,110,269,180,0.27
352,233,105,351,180,0
214,448,156,329,180,0.28
332,399,354,122,180,0
134,216,317,331,180,0.28
322,286,175,193,180,0
463,424,312,158,180,0
554,346,358,307,180,0
585,122,238,35,178.99,0
60,227,360,40,179.06,0.8
386,177,196,317,180,0
186,478,378,162,180,0
600,52,152,209,179.16,0
549,65,274,278,178.79999999999998,0
447,297,262,35,179.54,0
430,252,319,315,180,0
581,272,104,151,180,0
545,316,180,394,180,0
216,179,380,195,180,0
115,154,230,380,180,0.9
429,411,188,159,180,0
456,418,314,79,180,0
435,241,122,268,180,0
342,212,383,308,180,0
305,339,194,60,180,0
138,361,219,148,180,0.73
504,112,239,84,179.14,0
631,351,237,348,180,0
338,207,383,163,180,0
598,386,312,168,180,0
6,404,66,143,180,2.81
496,415,262,363,180,0
571,45,295,150,178.8,0
334,49,31,118,177.48000000000002,0
219,65,192,255,177.00000000000003,0
530,460,288,398,180,0
16,324,344,212,180,1.32
413,33,147,296,179.41,0
550,16,383,329,178.81,0
409,221,76,323,180,0
412,424,350,279,180,0
208,50,242,190,179.05,0
76,56,65,88,177.65,2.12
604,431,219,96,180,0
587,293,309,332,180,0
338,123,387,387,180,0
353,131,328,182,179.82,0
4,71,261,154,178.9,1.86
587,433,364,135,180,0
465,414,56,315,180,0
261,467,54,135,180,0.32
118,281,37,145,180,2.16
379,51,392,155,178.88,0
204,341,309,151,180,0
15,296,339,287,180,1.36
380,126,104,121,179.46,0.24
279,365,384,184,180,0
215,9,123,39,177.88,0.44
74,466,130,159,180,2.25
158,255,326,157,180,2.25
310,87,84,160,179.27,1.93
399,175,171,230,179.77,0.2899999999999998
359,417,70,141,180,0
167,45,250,268,179.39,0.28
465,251,61,380,180,0
187,37,301,130,178.62,0
308,207,357,194,179.26,0
204,23,42,379,178.98,0.9500000000000001
110,400,33,45,180,2.89
386,142,35,200,180,2.06
247,341,319,94,180,1.2000000000000002
381,254,177,45,180,0
353,421,146,267,180,0
134,428,92,39,180,1.4000000000000001
101,340,31,306,180,3.4400000000000004
225,269,385,102,180,2.4700000000000006
421,163,288,292,180,0.020000000000000462
74,428,115,102,180,1.9100000000000006
141,8,268,147,178.41,2.3600000000000008
453,340,143,334,180,0.32000000000000073
587,467,253,177,180,0
327,44,124,310,179.59,0
342,294,359,389,180,0
192,10,367,160,178.5,0
237,161,275,104,178.23,0
123,336,45,357,180,1.75
556,339,85,172,180,0
118,110,348,283,180,0.28
545,228,199,256,180,0
135,359,332,303,180,0.19
408,388,132,258,180,0
547,268,151,234,180,0
10,134,382,285,180,1.19
146,251,168,100,180,2.09
635,32,319,357,179.7,0
449,149,113,151,179.54,0
519,303,104,300,180,0
428,127,90,218,180,0
71,8,194,46,177.91,1.52
624,199,244,380,179.4,0
448,278,253,62,180,0
281,205,299,134,180,0
26,336,235,163,180,1.77
0,130,276,159,179.69,3.59
287,250,175,87,180,3.05
298,325,236,100,180,2.09
385,45,276,266,179.38,0.05999999999999961
380,379,208,281,180,0
417,48,167,67,178.41,0
300,73,183,156,177.52,0
27,46,60,214,176.65,2.63
392,283,236,255,178.35,0.7299999999999998
246,426,101,344,180,0.9699999999999998
211,48,386,133,178.74,0.12999999999999978
341,57,210,178,177.8,0
37,342,106,375,180,2.3000000000000003
135,366,340,154,180,2.45
584,379,319,99,180,0
275,441,378,190,180,0
404,216,163,258,180,0
271,153,108,76,179.51,0
133,424,308,349,180,0.33
113,108,113,380,180,1.84
269,64,263,147,178.97,1.04
565,137,84,298,179.43,0
521,48,71,281,178.91,0
554,248,388,121,179.59,0
455,398,252,159,180,0
89,333,108,75,180,1.77
157,445,308,400,180,1.86
395,254,168,382,180,0.27
629,420,168,216,180,0
239,139,133,65,179.31,0.15
299,314,193,169,180,0
161,109,93,340,180,1.1300000000000001
374,130,348,117,179.48,0
573,216,117,249,180,0
193,15,90,314,179.32,0.8200000000000001
322,132,400,270,179.59,0
608,401,70,318,180,0
326,377,380,268,180,0
21,12,141,320,179.32,2.29
281,221,376,169,179.97,0.8
94,152,184,233,180,2.14
186,298,286,161,180,2.0500000000000003
170,444,116,369,180,2.97
456,61,42,352,180,1.4000000000000001
200,2,340,155,178.39,0.9000000000000001
607,362,350,376,180,0
272,333,231,213,180,0
151,172,255,337,180,0.42
157,119,314,336,180,0.48
614,88,32,98,178.97,0
119,235,210,179,179.81,0.96
567,366,379,307,180,0
331,269,393,294,180,0
65,31,221,67,178.24,1.45
398,241,189,170,179.10000000000002,0
464,444,158,202,180,0
131,435,285,38,180,0.47000000000000003
120,369,333,252,180,0.81
515,446,209,216,180,0
401,359,363,307,180,0
130,310,51,186,180,1.6500000000000001
483,376,40,270,180,0
244,19,101,325,179.41,0.26
440,233,117,116,179.92,0
69,3,204,331,179.2,1.49
568,434,38,369,180,0
236,351,325,360,180,0
525,7,131,119,178.26,0
639,240,373,84,178.67999999999998,0
536,152,388,48,178.04,0
557,283,216,339,180,0
146,62,306,373,180,0.21
561,419,101,293,180,0
259,179,246,370,180,0
170,290,382,316,180,0
465,3,76,178,178.52,0
109,89,161,126,177.64000000000001,1.31
37,40,361,111,176.19000000000003,2.34
137,214,382,313,177.49000000000004,2.26
472,64,50,386,177.66000000000003,0.48999999999999977
527,139,59,223,177.76000000000002,0
155,75,155,64,176.43,0.88
40,274,367,126,177.4,1.85
389,381,391,234,179.98000000000002,0
487,70,120,292,179.74,0
87,361,193,151,180,1.37
310,443,71,397,180,1.12
566,67,34,126,178.9,0
49,361,218,237,180,1.62
